Symptoms	IsUrgent
ألم خصية مفاجئ شديد مع تورم	true
ألم خاصرة مع قيء مستمر وعدم تحمل السوائل	true
قلة بول شديدة مع تشوش وتورم	true
حمى وألم بول مع هبوط ضغط	true
إصابة بالخاصرة مع بول دموي ودوخة	true
ألم شديد بالخصية بعد إصابة مع تورم سريع	true
احتباس بول مع خدر العجان وضعف الساقين	true
بول دموي مع إغماء وشحوب	true
ألم خاصرة مع حمى لدى مريض بكلية واحدة	true
انقطاع البول مع ضيق تنفس شديد	true
ألم بول مع حمى وارتباك لدى مسن	true
